"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus1Val","nminus2Val","nminus3Val","nminus4Val","nminus5Val"
42.8,82,30.06,9,350,10.8,63,4,23,56,47,45,40,52
42.8,82,30.04,9,340,14.4,71,4,23,63,56,47,45,40
42.8,82,30.06,9,360,7.2,72,4,23,71,63,56,47,45
44.6,87,30.06,9,350,3.6,84,4,23,72,71,63,56,47
44.6,87,30.06,9,290,3.6,98,4,23,84,72,71,63,56
44.6,87,30.01,9,310,14.4,94,4,23,98,84,72,71,63
44.6,87,30.04,9,330,10.8,114,4,23,94,98,84,72,71
46.4,93,30.04,9,320,7.2,124,4,23,114,94,98,84,72
46.4,87,30.01,10,330,10.8,137,4,23,124,114,94,98,84
46.4,93,30.01,9,300,10.8,111,4,23,137,124,114,94,98
48.2,94,29.98,10,320,14.4,102,4,23,111,137,124,114,94
48.2,94,29.95,10,320,14.4,116,4,23,102,111,137,124,114
48.2,94,29.95,10,340,10.8,104,4,23,116,102,111,137,124
50,94,29.89,11,340,10.8,126,4,23,104,116,102,111,137
50,94,29.86,11,360,14.4,94,4,23,126,104,116,102,111
50,94,29.86,11,350,14.4,65,4,23,94,126,104,116,102
46.4,82,29.86,11,340,18,72,4,23,65,94,126,104,116
46.4,87,29.86,10,340,14.4,73,4,23,72,65,94,126,104
46.4,87,29.92,10,340,7.2,63,4,23,73,72,65,94,126
46.4,93,29.92,9,340,14.4,69,4,23,63,73,72,65,94
46.4,93,29.89,9,340,25.2,75,4,23,69,63,73,72,65
46.4,93,29.92,9,340,10.8,88,4,23,75,69,63,73,72
46.4,93,29.89,9,320,10.8,79,5,24,88,75,69,63,73
46.4,93,29.89,9,350,10.8,74,5,24,79,88,75,69,63
46.4,93,29.86,9,350,21.6,60,5,24,74,79,88,75,69
46.4,93,29.89,9,340,3.6,54,5,24,60,74,79,88,75
46.4,93,29.89,9,360,3.6,55,5,24,54,60,74,79,88
46.4,93,29.89,9,350,0,53,5,24,55,54,60,74,79
46.4,93,29.89,9,290,7.2,56,5,24,53,55,54,60,74
46.4,93,29.89,9,310,3.6,59,5,24,56,53,55,54,60
46.4,87,29.92,10,320,7.2,69,5,24,59,56,53,55,54
46.4,82,29.92,11,330,10.8,180,5,24,69,59,56,53,55
44.6,67,29.89,13,340,10.8,326,5,24,180,69,59,56,53
42.8,55,29.89,15,300,10.8,327,5,24,326,180,69,59,56
46.4,55,29.89,17,290,10.8,226,5,24,327,326,180,69,59
41,40,29.89,19,330,25.2,63,5,24,226,327,326,180,69
44.6,49,29.89,18,340,10.8,26,5,24,63,226,327,326,180
35.6,32,29.89,19,340,39.6,26,5,24,26,63,226,327,326
33.8,30,29.92,19,350,46.8,26,5,24,26,26,63,226,327
32,30,29.95,18,350,43.2,19,5,24,26,26,26,63,226
26.6,26,29.98,17,350,39.6,17,5,24,19,26,26,26,63
26.6,27,30.01,16,340,32.4,15,5,24,17,19,26,26,26
26.6,29,30.04,15,340,25.2,15,5,24,15,17,19,26,26
24.8,27,30.06,15,340,21.6,14,5,24,15,15,17,19,26
24.8,29,30.09,14,340,25.2,13,5,24,14,15,15,17,19
24.8,31,30.12,13,340,18,11,5,24,13,14,15,15,17
26.6,38,30.12,11,320,14.4,11,6,25,11,13,14,15,15
30.2,47,30.12,10,350,7.2,12,6,25,11,11,13,14,15
33.8,66,30.09,7,350,3.6,14,6,25,12,11,11,13,14
19.4,26,30.09,12,340,21.6,13,6,25,14,12,11,11,13
21.2,28,30.09,12,360,21.6,13,6,25,13,14,12,11,11
17.6,24,30.09,12,350,25.2,9,6,25,13,13,14,12,11
19.4,26,30.12,12,290,25.2,23,6,25,9,13,13,14,12
21.2,26,30.12,13,310,32.4,12,6,25,23,9,13,13,14
23,27,30.12,14,330,32.4,22,6,25,12,23,9,13,13
24.8,27,30.12,15,320,28.8,26,6,25,22,12,23,9,13
19.4,19,30.12,17,330,32.4,41,6,25,26,22,12,23,9
19.4,20,30.15,16,300,28.8,23,6,25,41,26,22,12,23
24.8,24,30.12,17,320,32.4,15,6,25,23,41,26,22,12
21.2,19,30.12,18,320,36,22,6,25,15,23,41,26,22
24.8,21,30.12,19,340,25.2,26,6,25,22,15,23,41,26
24.8,21,30.09,19,340,25.2,15,6,25,26,22,15,23,41
23,21,30.09,18,360,18,16,6,25,15,26,22,15,23
21.2,19,30.09,18,350,25.2,20,6,25,16,15,26,22,15
21.2,20,30.09,17,340,21.6,18,6,25,20,16,15,26,22
21.2,22,30.12,16,340,18,17,6,25,18,20,16,15,26
24.8,29,30.15,14,340,18,17,6,25,17,18,20,16,15
21.2,23,30.18,15,340,18,23,6,25,17,17,18,20,16
23,27,30.18,14,340,18,17,6,25,23,17,17,18,20
23,25,30.18,15,340,21.6,21,6,25,17,23,17,17,18
24.8,31,30.21,13,320,14.4,17,0,26,21,17,23,17,17
23,29,30.18,13,350,18,21,0,26,17,21,17,23,17
24.8,31,30.18,13,350,14.4,16,0,26,21,17,21,17,23
23,29,30.18,13,340,18,21,0,26,16,21,17,21,17
23,30,30.18,12,360,18,16,0,26,21,16,21,17,21
23,33,30.18,11,350,14.4,20,0,26,16,21,16,21,17
26.6,38,30.18,11,290,14.4,30,0,26,20,16,21,16,21
24.8,31,30.18,13,310,18,24,0,26,30,20,16,21,16
26.6,27,30.18,16,330,25.2,25,0,26,24,30,20,16,21
26.6,24,30.18,18,320,21.6,18,0,26,25,24,30,20,16
23,19,30.15,19,330,21.6,19,0,26,18,25,24,30,20
23,19,30.15,19,300,18,17,0,26,19,18,25,24,30
26.6,21,30.12,20,320,10.8,26,0,26,17,19,18,25,24
37.4,71,30.01,8,350,3.6,83,1,27,26,17,19,18,25
37.4,71,30.01,8,350,7.2,83,1,27,83,26,17,19,18
35.6,62,30.01,9,340,7.2,68,1,27,83,83,26,17,19
35.6,62,30.01,9,360,3.6,68,1,27,68,83,83,26,17
33.8,62,30.01,8,350,7.2,55,1,27,68,68,83,83,26
33.8,58,30.01,9,290,7.2,70,1,27,55,68,68,83,83
37.4,58,30.01,11,310,10.8,64,1,27,70,55,68,68,83
33.8,39,30.04,15,330,7.2,43,1,27,64,70,55,68,68
30.2,30,30.04,17,320,10.8,38,1,27,43,64,70,55,68
32,28,30.01,19,330,7.2,40,1,27,38,43,64,70,55
26.6,19,30.01,22,300,7.2,33,1,27,40,38,43,64,70
21.2,14,29.98,23,320,7.2,27,1,27,33,40,38,43,64
41,48,29.89,16,350,7.2,116,2,28,27,33,40,38,43
42.8,63,29.92,13,350,3.6,113,2,28,116,27,33,40,38
44.6,67,29.92,13,340,3.6,140,2,28,113,116,27,33,40
44.6,76,29.95,11,360,7.2,132,2,28,140,113,116,27,33
44.6,67,29.98,13,350,3.6,132,2,28,132,140,113,116,27
44.6,67,30.01,13,290,3.6,84,2,28,132,132,140,113,116
46.4,63,30.06,15,310,3.6,58,2,28,84,132,132,140,113
42.8,45,30.09,18,320,3.6,44,2,28,58,84,132,132,140
42.8,43,30.12,19,330,3.6,47,2,28,44,58,84,132,132
44.6,43,30.12,20,340,3.6,56,2,28,47,44,58,84,132
41,35,30.12,21,300,3.6,59,2,28,56,47,44,58,84
39.2,33,30.12,21,290,7.2,57,2,28,59,56,47,44,58
41,33,30.09,22,330,7.2,63,2,28,57,59,56,47,44
37.4,29,30.09,22,340,7.2,60,2,28,63,57,59,56,47
39.2,29,30.06,23,340,10.8,57,2,28,60,63,57,59,56
41,33,30.04,22,350,14.4,56,2,28,57,60,63,57,59
39.2,31,30.04,22,360,10.8,63,2,28,56,57,60,63,57
39.2,33,30.06,21,360,14.4,72,2,28,63,56,57,60,63
42.8,40,30.06,20,340,10.8,72,2,28,72,63,56,57,60
41,42,30.09,18,340,14.4,72,2,28,72,72,63,56,57
33.8,34,30.12,17,340,18,48,2,28,72,72,72,63,56
35.6,39,30.15,16,340,10.8,41,2,28,48,72,72,72,63
37.4,45,30.15,15,340,3.6,46,2,28,41,48,72,72,72
41,62,30.15,12,320,3.6,45,3,29,46,41,48,72,72
42.8,67,30.12,12,350,7.2,57,3,29,45,46,41,48,72
42.8,76,30.12,10,350,3.6,79,3,29,57,45,46,41,48
42.8,71,30.09,11,340,7.2,83,3,29,79,57,45,46,41
42.8,76,30.09,10,360,3.6,91,3,29,83,79,57,45,46
42.8,76,30.09,10,350,0,93,3,29,91,83,79,57,45
44.6,82,30.06,10,290,0,91,3,29,93,91,83,79,57
44.6,67,30.09,13,310,7.2,76,3,29,91,93,91,83,79
44.6,59,30.06,15,330,3.6,82,3,29,76,91,93,91,83
42.8,48,30.09,17,320,7.2,92,3,29,82,76,91,93,91
41,42,30.06,18,330,7.2,105,3,29,92,82,76,91,93
39.2,37,30.04,19,300,7.2,109,3,29,105,92,82,76,91
41,37,30.04,20,320,7.2,111,3,29,109,105,92,82,76
41,35,29.98,21,320,10.8,111,3,29,111,109,105,92,82
42.8,38,29.95,21,340,14.4,120,3,29,111,111,109,105,92
46.4,43,29.92,21,340,14.4,122,3,29,120,111,111,109,105
48.2,46,29.86,21,360,14.4,143,3,29,122,120,111,111,109
50,49,29.89,21,350,14.4,130,3,29,143,122,120,111,111
50,52,29.89,20,340,7.2,132,3,29,130,143,122,120,111
51.8,60,29.92,19,340,7.2,140,3,29,132,130,143,122,120
51.8,60,29.95,19,340,3.6,141,3,29,140,132,130,143,122
53.6,68,29.92,18,340,18,102,3,29,141,140,132,130,143
51.8,64,29.89,18,340,21.6,93,3,29,102,141,140,132,130
51.8,68,29.89,17,340,7.2,103,3,29,93,102,141,140,132
51.8,77,29.89,15,320,7.2,123,4,30,103,93,102,141,140
51.8,77,29.89,15,350,3.6,129,4,30,123,103,93,102,141
51.8,82,29.89,14,350,10.8,130,4,30,129,123,103,93,102
50,88,29.89,12,340,7.2,147,4,30,130,129,123,103,93
50,88,29.89,12,360,3.6,143,4,30,147,130,129,123,103
50,88,29.89,12,350,3.6,141,4,30,143,147,130,129,123
50,88,29.92,12,290,7.2,163,4,30,141,143,147,130,129
53.6,88,29.95,14,310,7.2,162,4,30,163,141,143,147,130
51.8,68,29.95,17,330,7.2,182,4,30,162,163,141,143,147
53.6,68,29.95,18,320,7.2,177,4,30,182,162,163,141,143
53.6,56,29.95,21,330,14.4,149,4,30,177,182,162,163,141
50,44,29.92,23,300,14.4,108,4,30,149,177,182,162,163
48.2,34,29.92,26,320,14.4,93,4,30,108,149,177,182,162
46.4,32,29.89,26,320,7.2,72,4,30,93,108,149,177,182
44.6,26,29.86,28,340,7.2,63,4,30,72,93,108,149,177
42.8,23,29.86,29,340,10.8,84,4,30,63,72,93,108,149
46.4,28,29.83,28,360,10.8,109,4,30,84,63,72,93,108
50,34,29.83,27,350,14.4,109,4,30,109,84,63,72,93
48.2,34,29.83,26,340,10.8,97,4,30,109,109,84,63,72
51.8,47,29.86,23,340,7.2,113,4,30,97,109,109,84,63
51.8,50,29.89,22,340,7.2,153,4,30,113,97,109,109,84
53.6,56,29.89,21,340,10.8,185,4,30,153,113,97,109,109
53.6,56,29.89,21,340,7.2,211,4,30,185,153,113,97,109
53.6,60,29.89,20,340,7.2,211,4,30,211,185,153,113,97
53.6,60,29.89,20,320,10.8,160,5,1,211,211,185,153,113
55.4,64,29.86,20,350,7.2,119,5,1,160,211,211,185,153
57.2,68,29.86,20,350,14.4,94,5,1,119,160,211,211,185
59,68,29.86,21,340,10.8,89,5,1,94,119,160,211,211
59,73,29.86,20,360,7.2,80,5,1,89,94,119,160,211
59,78,29.86,19,350,10.8,88,5,1,80,89,94,119,160
59,73,29.86,20,290,14.4,94,5,1,88,80,89,94,119
59,73,29.89,20,310,10.8,93,5,1,94,88,80,89,94
59,68,29.89,21,330,10.8,97,5,1,93,94,88,80,89
59,68,29.92,21,320,10.8,99,5,1,97,93,94,88,80
57.2,68,29.92,20,330,18,62,5,1,99,97,93,94,88
50,52,29.98,20,300,36,36,5,1,62,99,97,93,94
50,59,29.98,18,320,14.4,26,5,1,36,62,99,97,93
53.6,77,29.98,16,320,10.8,28,5,1,26,36,62,99,97
55.4,73,29.95,18,340,10.8,28,5,1,28,26,36,62,99
53.6,64,29.92,19,340,7.2,21,5,1,28,28,26,36,62
50,52,29.92,20,360,7.2,32,5,1,21,28,28,26,36
51.8,56,29.92,20,350,3.6,31,5,1,32,21,28,28,26
50,52,29.92,20,340,10.8,34,5,1,31,32,21,28,28
48.2,56,29.95,18,340,3.6,38,5,1,34,31,32,21,28
46.4,59,30.01,16,340,3.6,63,5,1,38,34,31,32,21
48.2,72,30.04,14,340,3.6,84,5,1,63,38,34,31,32
50,82,30.04,13,340,3.6,89,5,1,84,63,38,34,31
51.8,88,30.04,13,340,3.6,90,5,1,89,84,63,38,34
50,94,30.04,11,320,3.6,69,6,2,90,89,84,63,38
50,94,30.06,11,350,0,94,6,2,69,90,89,84,63
50,100,30.04,10,350,0,97,6,2,94,69,90,89,84
48.2,94,30.04,10,340,3.6,106,6,2,97,94,69,90,89
48.2,94,30.04,10,360,3.6,69,6,2,106,97,94,69,90
48.2,94,30.04,10,350,3.6,39,6,2,69,106,97,94,69
48.2,100,30.04,9,290,7.2,40,6,2,39,69,106,97,94
50,88,30.04,12,310,7.2,47,6,2,40,39,69,106,97
50,72,30.06,15,330,7.2,45,6,2,47,40,39,69,106
50,59,30.06,18,320,3.6,45,6,2,45,47,40,39,69
48.2,49,30.04,20,330,7.2,43,6,2,45,45,47,40,39
44.6,36,30.04,23,300,7.2,52,6,2,43,45,45,47,40
41,26,30.01,26,320,10.8,63,6,2,52,43,45,45,47
41,24,29.98,27,320,14.4,56,6,2,63,52,43,45,45
42.8,26,29.95,27,340,14.4,56,6,2,56,63,52,43,45
37.4,21,29.95,27,340,14.4,54,6,2,56,56,63,52,43
39.2,24,29.92,26,360,14.4,47,6,2,54,56,56,63,52
35.6,19,29.92,28,350,14.4,35,6,2,47,54,56,56,63
35.6,34,29.95,18,340,3.6,65,6,2,35,47,54,56,56
44.6,55,29.98,16,320,3.6,79,0,3,65,35,47,54,56
42.8,59,29.95,14,350,3.6,85,0,3,79,65,35,47,54
41,62,29.95,12,350,3.6,125,0,3,85,79,65,35,47
44.6,82,29.95,10,340,3.6,137,0,3,125,85,79,65,35
42.8,67,29.95,12,360,3.6,98,0,3,137,125,85,79,65
44.6,76,29.95,11,350,7.2,106,0,3,98,137,125,85,79
44.6,76,29.95,11,290,7.2,70,0,3,106,98,137,125,85
46.4,63,29.98,15,310,7.2,57,0,3,70,106,98,137,125
44.6,46,29.98,19,330,7.2,61,0,3,57,70,106,98,137
41,33,29.98,22,320,7.2,52,0,3,61,57,70,106,98
39.2,27,29.98,24,330,7.2,58,0,3,52,61,57,70,106
35.6,19,29.95,28,300,3.6,59,0,3,58,52,61,57,70
57.2,40,29.68,29,360,14.4,158,4,7,59,58,52,61,57
57.2,37,29.65,30,350,18,158,4,7,158,59,58,52,61
57.2,40,29.65,29,340,10.8,179,4,7,158,158,59,58,52
59,51,29.65,26,340,7.2,183,4,7,179,158,158,59,58
60.8,57,29.68,25,340,10.8,199,4,7,183,179,158,158,59
60.8,57,29.71,25,340,10.8,223,4,7,199,183,179,158,158
59,61,29.71,23,340,7.2,209,4,7,223,199,183,179,158
60.8,73,29.71,21,340,7.2,160,4,7,209,223,199,183,179
59,64,29.71,22,320,7.2,99,5,8,160,209,223,199,183
59,64,29.71,22,350,7.2,92,5,8,99,160,209,223,199
57.2,60,29.71,22,350,10.8,97,5,8,92,99,160,209,223
57.2,68,29.71,20,340,7.2,111,5,8,97,92,99,160,209
57.2,73,29.71,19,360,7.2,110,5,8,111,97,92,99,160
57.2,77,29.71,18,350,3.6,125,5,8,110,111,97,92,99
57.2,73,29.71,19,290,7.2,140,5,8,125,110,111,97,92
59,73,29.74,20,310,10.8,146,5,8,140,125,110,111,97
57.2,57,29.74,23,330,7.2,139,5,8,146,140,125,110,111
57.2,53,29.71,24,320,7.2,141,5,8,139,146,140,125,110
55.4,44,29.71,26,330,10.8,151,5,8,141,139,146,140,125
57.2,45,29.68,27,300,18,142,5,8,151,141,139,146,140
57.2,40,29.65,29,320,18,145,5,8,142,151,141,139,146
57.2,37,29.62,30,320,21.6,129,5,8,145,142,151,141,139
55.4,31,29.59,32,340,28.8,127,5,8,129,145,142,151,141
57.2,33,29.56,32,340,25.2,119,5,8,127,129,145,142,151
55.4,31,29.53,32,360,21.6,118,5,8,119,127,129,145,142
55.4,35,29.5,30,350,21.6,109,5,8,118,119,127,129,145
60.8,43,29.5,30,340,10.8,130,5,8,109,118,119,127,129
60.8,45,29.47,29,340,14.4,135,5,8,130,109,118,119,127
62.6,51,29.5,28,340,7.2,133,5,8,135,130,109,118,119
62.6,51,29.5,28,340,7.2,133,5,8,133,135,130,109,118
68,74,29.5,25,340,14.4,108,5,8,133,133,135,130,109
66.2,69,29.5,25,340,14.4,126,5,8,108,133,133,135,130
68,78,29.47,24,320,7.2,124,6,9,126,108,133,133,135
68,78,29.47,24,350,7.2,110,6,9,124,126,108,133,133
68,74,29.47,25,350,21.6,105,6,9,110,124,126,108,133
62.6,69,29.5,23,340,18,95,6,9,105,110,124,126,108
62.6,73,29.5,22,360,18,82,6,9,95,105,110,124,126
60.8,73,29.5,21,350,18,74,6,9,82,95,105,110,124
60.8,78,29.53,20,290,7.2,99,6,9,74,82,95,105,110
62.6,73,29.56,22,310,7.2,134,6,9,99,74,82,95,105
62.6,65,29.59,24,330,10.8,184,6,9,134,99,74,82,95
55.4,44,29.59,26,320,25.2,218,6,9,184,134,99,74,82
51.8,37,29.62,27,330,25.2,151,6,9,218,184,134,99,74
51.8,35,29.62,28,300,18,105,6,9,151,218,184,134,99
57.2,45,29.65,27,320,7.2,93,6,9,105,151,218,184,134
53.6,47,29.65,24,320,25.2,95,6,9,93,105,151,218,184
51.8,50,29.68,22,340,14.4,63,6,9,95,93,105,151,218
50,46,29.71,22,340,10.8,66,6,9,63,95,93,105,151
53.6,56,29.74,21,360,21.6,59,6,9,66,63,95,93,105
51.8,56,29.77,20,350,18,51,6,9,59,66,63,95,93
50,59,29.8,18,340,14.4,42,6,9,51,59,66,63,95
48.2,56,29.83,18,340,10.8,53,6,9,42,51,59,66,63
48.2,56,29.83,18,340,7.2,43,6,9,53,42,51,59,66
50,63,29.86,17,340,7.2,35,6,9,43,53,42,51,59
46.4,55,29.89,17,340,7.2,45,6,9,35,43,53,42,51
44.6,52,29.89,17,340,7.2,34,6,9,45,35,43,53,42
44.6,55,29.89,16,320,10.8,32,0,10,34,45,35,43,53
44.6,55,29.89,16,350,7.2,26,0,10,32,34,45,35,43
44.6,55,29.86,16,350,7.2,27,0,10,26,32,34,45,35
46.4,63,29.89,15,340,7.2,32,0,10,27,26,32,34,45
44.6,59,29.89,15,360,7.2,35,0,10,32,27,26,32,34
44.6,59,29.89,15,350,7.2,34,0,10,35,32,27,26,32
44.6,59,29.89,15,290,7.2,31,0,10,34,35,32,27,26
44.6,59,29.89,15,310,7.2,36,0,10,31,34,35,32,27
44.6,55,29.89,16,330,10.8,49,0,10,36,31,34,35,32
46.4,52,29.89,18,320,10.8,52,0,10,49,36,31,34,35
46.4,46,29.89,20,330,10.8,63,0,10,52,49,36,31,34
46.4,43,29.89,21,300,7.2,66,0,10,63,52,49,36,31
46.4,43,29.86,21,320,10.8,65,0,10,66,63,52,49,36
48.2,46,29.83,21,320,18,54,0,10,65,66,63,52,49
46.4,43,29.83,21,340,18,50,0,10,54,65,66,63,52
46.4,43,29.8,21,340,14.4,51,0,10,50,54,65,66,63
46.4,46,29.8,20,360,14.4,43,0,10,51,50,54,65,66
44.6,43,29.8,20,350,18,34,0,10,43,51,50,54,65
44.6,46,29.8,19,340,10.8,31,0,10,34,43,51,50,54
44.6,46,29.8,19,340,7.2,48,0,10,31,34,43,51,50
44.6,49,29.8,18,340,7.2,57,0,10,48,31,34,43,51
46.4,55,29.83,17,340,7.2,71,0,10,57,48,31,34,43
48.2,67,29.83,15,340,10.8,63,0,10,71,57,48,31,34
48.2,67,29.83,15,340,7.2,94,0,10,63,71,57,48,31
48.2,67,29.83,15,320,3.6,94,1,11,94,63,71,57,48
48.2,72,29.83,14,350,3.6,103,1,11,94,94,63,71,57
50,82,29.8,13,350,3.6,108,1,11,103,94,94,63,71
48.2,82,29.8,12,340,3.6,114,1,11,108,103,94,94,63
48.2,82,29.8,12,360,0,95,1,11,114,108,103,94,94
48.2,77,29.8,13,350,3.6,95,1,11,95,114,108,103,94
50,82,29.8,13,290,7.2,83,1,11,95,95,114,108,103
50,68,29.83,16,310,7.2,92,1,11,83,95,95,114,108
50,63,29.83,17,320,10.8,94,1,11,92,83,95,95,114
50,52,29.83,20,330,7.2,91,1,11,94,92,83,95,95
48.2,43,29.83,22,320,3.6,103,1,11,91,94,92,83,95
48.2,38,29.8,24,330,7.2,113,1,11,103,91,94,92,83
44.6,30,29.77,26,300,7.2,85,1,11,113,103,91,94,92
44.6,26,29.77,28,290,3.6,139,1,11,85,113,103,91,94
42.8,23,29.74,29,320,7.2,131,1,11,139,85,113,103,91
46.4,28,29.74,28,340,10.8,153,1,11,131,139,85,113,103
53.6,42,29.74,26,340,21.6,100,1,11,153,131,139,85,113
53.6,42,29.74,26,360,18,90,1,11,100,153,131,139,85
53.6,44,29.74,25,360,14.4,97,1,11,90,100,153,131,139
53.6,47,29.74,24,360,10.8,106,1,11,97,90,100,153,131
55.4,50,29.8,24,340,14.4,101,1,11,106,97,90,100,153
55.4,53,29.83,23,340,3.6,109,1,11,101,106,97,90,100
55.4,53,29.83,23,340,7.2,113,1,11,109,101,106,97,90
57.2,64,29.83,21,340,3.6,83,1,11,113,109,101,106,97
50,41,29.86,24,320,14.4,76,2,12,83,113,109,101,106
46.4,38,29.86,23,350,14.4,50,2,12,76,83,113,109,101
37.4,27,29.86,23,350,21.6,39,2,12,50,76,83,113,109
46.4,52,29.86,18,340,10.8,35,2,12,39,50,76,83,113
46.4,55,29.89,17,360,7.2,35,2,12,35,39,50,76,83
48.2,67,29.89,15,350,10.8,38,2,12,35,35,39,50,76
46.4,59,29.92,16,290,10.8,40,2,12,38,35,35,39,50
39.2,31,29.98,22,310,21.6,45,2,12,40,38,35,35,39
35.6,25,30.01,23,330,28.8,38,2,12,45,40,38,35,35
33.8,21,30.04,25,320,28.8,41,2,12,38,45,40,38,35
28.4,16,30.06,26,330,25.2,29,2,12,41,38,45,40,38
26.6,14,30.06,27,300,21.6,36,2,12,29,41,38,45,40
23,12,30.04,27,320,10.8,30,2,12,36,29,41,38,45
24.8,12,30.01,28,320,7.2,35,2,12,30,36,29,41,38
28.4,13,29.98,29,340,7.2,38,2,12,35,30,36,29,41
24.8,11,29.95,30,340,3.6,34,2,12,38,35,30,36,29
24.8,11,29.92,29,360,7.2,25,2,12,34,38,35,30,36
21.2,9,29.92,30,350,10.8,25,2,12,25,34,38,35,30
30.2,15,29.92,28,340,7.2,63,2,12,25,25,34,38,35
30.2,17,29.92,26,340,18,76,2,12,63,25,25,34,38
41,28,29.95,25,340,25.2,71,2,12,76,63,25,25,34
41,29,29.98,24,340,21.6,70,2,12,71,76,63,25,25
42.8,33,30.01,23,340,21.6,74,2,12,70,71,76,63,25
44.6,43,30.01,20,340,3.6,85,2,12,74,70,71,76,63
48.2,56,30.04,18,320,7.2,101,3,13,85,74,70,71,76
46.4,59,30.04,16,350,0,101,3,13,101,85,74,70,71
46.4,63,30.04,15,360,3.6,94,3,13,101,101,85,74,70
46.4,59,30.04,16,350,7.2,81,3,13,94,101,101,85,74
48.2,72,30.06,14,340,3.6,76,3,13,81,94,101,101,85
48.2,82,30.06,12,320,3.6,98,3,13,76,81,94,101,101
44.6,55,30.06,16,340,7.2,84,3,13,98,76,81,94,101
39.2,40,30.06,18,300,10.8,72,3,13,84,98,76,81,94
37.4,33,30.06,20,320,7.2,78,3,13,72,84,98,76,81
30.2,20,30.06,23,330,7.2,55,3,13,78,72,84,98,76
28.4,17,30.04,25,340,7.2,52,3,13,55,78,72,84,98
28.4,14,30.04,28,300,3.6,66,3,13,52,55,78,72,84
24.8,11,30.01,29,290,10.8,49,3,13,66,52,55,78,72
23,11,29.98,29,330,7.2,47,3,13,49,66,52,55,78
24.8,11,29.95,30,340,10.8,61,3,13,47,49,66,52,55
28.4,12,29.92,30,340,7.2,38,3,13,61,47,49,66,52
28.4,12,29.89,30,350,14.4,35,3,13,38,61,47,49,66
26.6,12,29.89,29,360,21.6,99,3,13,35,38,61,47,49
19.4,6,29.53,36,340,21.6,87,1,18,99,35,38,61,47
15.8,5,29.5,36,360,25.2,63,1,18,87,99,35,38,61
19.4,6,29.5,36,360,14.4,78,1,18,63,87,99,35,38
32,12,29.5,33,360,25.2,70,1,18,78,63,87,99,35
32,14,29.53,31,340,25.2,82,1,18,70,78,63,87,99
37.4,18,29.53,30,340,25.2,83,1,18,82,70,78,63,87
41,22,29.56,29,340,25.2,81,1,18,83,82,70,78,63
46.4,28,29.59,28,340,21.6,86,1,18,81,83,82,70,78
48.2,36,29.59,25,340,7.2,87,1,18,86,81,83,82,70
51.8,53,29.59,21,320,7.2,121,2,19,87,86,81,83,82
50,52,29.59,20,350,3.6,85,2,19,121,87,86,81,83
50,59,29.59,18,350,3.6,99,2,19,85,121,87,86,81
50,63,29.62,17,340,3.6,116,2,19,99,85,121,87,86
48.2,52,29.62,19,360,0,98,2,19,116,99,85,121,87
50,59,29.65,18,350,3.6,101,2,19,98,116,99,85,121
50,59,29.62,18,290,3.6,112,2,19,101,98,116,99,85
46.4,43,29.65,21,310,7.2,108,2,19,112,101,98,116,99
46.4,36,29.65,24,330,3.6,111,2,19,108,112,101,98,116
50,36,29.65,26,320,3.6,128,2,19,111,108,112,101,98
50,32,29.65,28,330,10.8,148,2,19,128,111,108,112,101
46.4,25,29.62,30,300,7.2,176,2,19,148,128,111,108,112
41,16,29.62,34,320,10.8,152,2,19,176,148,128,111,108
46.4,20,29.59,34,320,14.4,109,2,19,152,176,148,128,111
44.6,18,29.56,35,340,18,93,2,19,109,152,176,148,128
39.2,14,29.53,36,340,18,77,2,19,93,109,152,176,148
37.4,13,29.53,36,360,21.6,59,2,19,77,93,109,152,176
33.8,11,29.53,36,350,21.6,48,2,19,59,77,93,109,152
32,12,29.53,33,340,18,51,2,19,48,59,77,93,109
32,13,29.53,32,340,18,78,2,19,51,48,59,77,93
37.4,18,29.56,30,340,14.4,77,2,19,78,51,48,59,77
44.6,25,29.59,29,340,18,80,2,19,77,78,51,48,59
46.4,28,29.62,28,340,10.8,93,2,19,80,77,78,51,48
48.2,32,29.62,27,340,10.8,94,2,19,93,80,77,78,51
50,36,29.62,26,320,7.2,96,3,20,94,93,80,77,78
53.6,50,29.62,23,350,3.6,92,3,20,96,94,93,80,77
51.8,47,29.62,23,350,3.6,97,3,20,92,96,94,93,80
51.8,53,29.62,21,340,7.2,97,3,20,97,92,96,94,93
51.8,56,29.62,20,360,3.6,95,3,20,97,97,92,96,94
51.8,64,29.65,18,350,7.2,101,3,20,95,97,97,92,96
53.6,68,29.65,18,290,10.8,108,3,20,101,95,97,97,92
51.8,53,29.68,21,310,7.2,110,3,20,108,101,95,97,97
53.6,50,29.68,23,330,7.2,122,3,20,110,108,101,95,97
55.4,47,29.68,25,320,7.2,158,3,20,122,110,108,101,95
55.4,42,29.68,27,330,10.8,94,3,20,158,122,110,108,101
51.8,33,29.68,29,300,10.8,101,3,20,94,158,122,110,108
46.4,22,29.65,32,320,14.4,132,3,20,101,94,158,122,110
44.6,20,29.65,33,320,21.6,100,3,20,132,101,94,158,122
39.2,16,29.62,33,340,25.2,82,3,20,100,132,101,94,158
39.2,16,29.62,33,340,21.6,81,3,20,82,100,132,101,94
37.4,15,29.59,33,360,21.6,96,3,20,81,82,100,132,101
